id,creado_en,fecha_vencimiento,canal,texto_original,area,tema,intencion,estado,prioridad,longitud_texto,numero_palabras,tiene_pregunta,tiene_fecha,texto_limpio,texto_estandar,fecha_detectada,lugar,longitud_tokens,verbo_principal,cambios,es_ambiguo,es_fecha_default
613,17/06/2026,30/06/2026,Voz,"Te dejo esto: o sea clase de frances este sabado a las 9:00, si se mueve queda para el 30 de junio a las 9:00.",Desarrollo Personal,Estudio,Cita,Pendiente,1,110,25,0,1,te dejo esto: o sea clase de frances este sabado a las 9:00 si se mueve queda para el 30 de junio a las 9:00,Asistir a la clase de francés el 2026-02-25T09:00:00.,2026-02-25T09:00:00,,10,Asistir,"['Reformulación de la frase para claridad', 'Eliminación de información sobre el cambio de fecha']",False,False
614,14/04/2026,12/05/2026,Voz,"Oye, Evento de plan mensual de habitos el 12 de mayo de 2026 a las 9:30.",Desarrollo Personal,Organizacion,Cita,Pendiente,1,72,16,0,1,oye evento de plan mensual de habitos el 12 de mayo de 2026 a las 9:30,Agendar evento de plan mensual de hábitos a las 9:30,2026-05-12T09:30:00,,10,Agendar,"['Reformulación de la frase para mayor claridad', 'Eliminación de palabras innecesarias']",False,False
615,15/08/2026,20/08/2026,Voz,"A ver, este bloque para aprender Python este lunes a las 15:00, si se mueve queda para el 20 de agosto a las 15:00.",Desarrollo Personal,Estudio,Cita,Pendiente,4,115,24,0,1,a ver este bloque para aprender python este lunes a las 15:00 si se mueve queda para el 20 de agosto a las 15:00,Aprender Python este lunes a las 15:00.,2026-02-20T15:00:00,,7,Aprender,"['Eliminada la parte sobre el bloque y la fecha del 20 de agosto, ya que no era necesaria para la instrucción principal.']",False,False
616,10/06/2026,25/06/2026,Voz,"Oye, este... o sea clase de portugues este jueves a las 6:30, si se mueve queda para el 25 de junio a las 6:30.",Desarrollo Personal,Estudio,Cita,Pendiente,1,109,24,0,1,oye este o sea clase de portugues este jueves a las 6:30 si se mueve queda para el 25 de junio a las 6:30,Asistir a la clase de portugués el 2026-02-23T18:30:00 o el 2026-06-25T18:30:00 si se mueve.,2026-02-23T18:30:00,,22,Asistir,"['Reformulación de la frase para mayor claridad y ejecución', 'Extracción de fechas específicas']",True,False
643,27/07/2026,19/08/2026,Voz,"Oigan, literal lectura de un capitulo de un libro este domingo a las 10:30, si se mueve queda para el 19 de agosto a las 10:30.",Desarrollo Personal,Lectura,Cita,Pendiente,2,127,26,0,1,oigan literal lectura de un capitulo de un libro este domingo a las 10:30 si se mueve queda para el 19 de agosto a las 10:30,Leer un capítulo de un libro el 2026-02-19 a las 10:30,2026-02-19T10:30:00,,12,Leer,"['Reformulación de la frase para mayor claridad', 'Eliminación de información redundante sobre el cambio de fecha']",False,False
645,10/02/2027,08/03/2027,Voz,"A ver, Sesion de cita para manicure el proximo ano el 8 de marzo de 2027 a las 8:30 (3 hrs).",Desarrollo Personal,Organizacion,Cita,Pendiente,2,92,21,0,1,a ver sesion de cita para manicure el proximo ano el 8 de marzo de 2027 a las 8:30 3 hrs,Agendar sesión de cita para manicure el 2027-03-08 a las 08:30.,2027-03-08T08:30:00,,15,Agendar,"[""Se eliminó la referencia a 'el próximo año' ya que se especificó una fecha exacta."", 'Se ajustó la hora a un formato estándar.']",False,False
659,25/01/2026,21/02/2026,Voz,"Nomas para que no se te vaya, Entrega de practica de speaking en ingles el sabado a las 9:30 (2 hrs).",Desarrollo Personal,Entregable,Cita,Pendiente,2,101,21,0,1,nomas para que no se te vaya entrega de practica de speaking en ingles el sabado a las 9:30 2 hrs,Entregar la práctica de speaking en inglés el sábado a las 9:30.,2026-02-25T09:30:00,,14,Entregar,"['Reformulación de la frase para mayor claridad', 'Eliminación de información redundante']",False,False
42,16/08/2026,13/09/2026,Texto,Planear viaje a la playa,Diversión,Viajes,Tarea,Pendiente,3,24,5,0,0,planear viaje a la playa,Planear un viaje a la playa,2026-02-21T00:00:00,playa,7,Planear,[],False,True
43,07/06/2026,04/07/2026,Texto,Ir al cine el viernes,Diversión,Salida Social,Cita,Pendiente,1,21,5,0,1,ir al cine el viernes,Ir al cine.,2026-02-24T00:00:00,cine,4,Ir,"[""Se eliminó la referencia temporal 'el viernes' y se estableció la fecha correspondiente.""]",False,False
44,20/09/2027,17/10/2027,Texto,Jugar Warzone con amigos,Diversión,Salida Social,Cita,Pendiente,3,24,4,0,0,jugar warzone con amigos,Jugar Warzone con amigos,2026-02-21T00:00:00,,5,Jugar,[],False,True
86,18/04/2027,03/05/2027,Texto,Cita: hotel,Diversión,Viajes,Cita,Pendiente,4,11,2,0,0,cita: hotel,Agendar una cita en el hotel,2026-02-21T00:00:00,hotel,7,Agendar,"[""Reformulación de 'cita: hotel' a 'Agendar una cita en el hotel'""]",False,True
89,14/10/2027,15/10/2027,Voz,Visita: Amazon,Diversión,Salida Social,Cita,Pendiente,4,14,2,0,0,visita: amazon,Visitar Amazon,2026-02-21T00:00:00,,3,Visitar,[],False,True
93,31/07/2027,21/08/2027,Voz,Cerrar mi maleta con checklist,Diversión,Viajes,Tarea,Pendiente,2,30,5,0,0,cerrar mi maleta con checklist,Cerrar la maleta con la lista de verificación.,2026-02-21T00:00:00,,10,Cerrar,"[""Se agregó 'la' antes de 'maleta' para mayor claridad."", ""Se cambió 'checklist' por 'lista de verificación' para mayor naturalidad.""]",False,True
104,18/12/2027,22/12/2027,Voz,Crear el Amazon y confirmar recepcion,Diversión,Salida Social,Tarea,Pendiente,1,37,6,0,0,crear el amazon y confirmar recepcion,Crear la cuenta de Amazon y confirmar la recepción.,2026-02-21T00:00:00,,12,Crear,"[""Se agregó 'la cuenta de' para mayor claridad."", 'Se ajustó la redacción para que suene más natural.']",False,True
109,12/05/2026,17/05/2026,Texto,Visita de lista de lugares,Diversión,Viajes,Cita,Pendiente,4,26,5,0,0,visita de lista de lugares,Visitar la lista de lugares.,2026-02-21T00:00:00,,5,Visitar,[],False,True
122,14/11/2026,20/11/2026,Voz,Pagar la paseo,Diversión,Salida Social,Tarea,Pendiente,4,14,3,0,0,pagar la paseo,Pagar el paseo,2026-02-21T00:00:00,,4,Pagar,"[""Se agregó el artículo 'el' para mayor claridad.""]",False,True
128,08/12/2027,21/12/2027,Texto,Definir: reservacion,Diversión,Salida Social,Nota,Pendiente,1,20,2,0,0,definir: reservacion,Definir la reservación.,2026-02-21T00:00:00,,5,Definir,[],False,True
145,29/05/2027,17/06/2027,Texto,Solicitar la cine y archivar,Diversión,Salida Social,Tarea,Pendiente,4,28,5,0,0,solicitar la cine y archivar,Solicitar el cine y archivar.,2026-02-21T00:00:00,,8,Solicitar,[],False,True
154,24/06/2027,19/07/2027,Texto,Validar la Amazon y confirmar recepcion,Diversión,Salida Social,Tarea,Pendiente,1,39,6,0,0,validar la amazon y confirmar recepcion,Validar la cuenta de Amazon y confirmar la recepción.,2026-02-21T00:00:00,,12,Validar,"[""Se agregó 'la cuenta de' para mayor claridad."", 'Se ajustó la frase para que suene más natural.']",False,True
193,30/05/2026,17/06/2026,Voz,Responder el cine,Diversión,Salida Social,Tarea,Pendiente,2,17,3,0,0,responder el cine,Responder sobre el cine,2026-02-21T00:00:00,,5,Responder,['Reformulación para mayor claridad'],False,True
194,26/09/2027,25/10/2027,Texto,Opciones para: Amazon,Diversión,Salida Social,Nota,Pendiente,3,21,3,0,0,opciones para: amazon,Revisar opciones para Amazon,2026-02-21T00:00:00,,6,Revisar,[],False,True
196,26/07/2027,30/07/2027,Texto,Prioridades de: lista de lugares,Diversión,Viajes,Nota,Pendiente,4,32,5,0,0,prioridades de: lista de lugares,Revisar la lista de lugares.,2026-02-21T00:00:00,,6,Revisar,[],False,True
214,31/12/2025,16/01/2026,Texto,Definir: hotel,Diversión,Salida Social,Nota,Pendiente,1,14,2,0,0,definir: hotel,Definir el hotel,2026-02-21T00:00:00,,4,Definir,[],False,True
218,14/04/2026,18/04/2026,Voz,Comprar una ropa,Diversión,Viajes,Tarea,Pendiente,2,16,3,0,0,comprar una ropa,Comprar ropa,2026-02-21T00:00:00,,3,Comprar,[],False,True
237,09/05/2027,04/06/2027,Texto,Descargar una hotel hoy,Diversión,Salida Social,Tarea,Pendiente,3,23,4,0,0,descargar una hotel hoy,Descargar un hotel.,2026-02-21T00:00:00,,5,Descargar,"[""Reformulación de 'una hotel' a 'un hotel'.""]",False,True
247,15/12/2027,24/12/2027,Texto,Cerrar una ropa hoy,Diversión,Salida Social,Tarea,Pendiente,1,19,4,0,0,cerrar una ropa hoy,Cerrar la ropa,2026-02-21T00:00:00,,4,Cerrar,['Reformulación para mayor claridad'],False,True
252,10/02/2027,08/03/2027,Texto,Lista de: paseo,Diversión,Salida Social,Nota,Pendiente,3,15,3,0,0,lista de: paseo,Pasear.,2026-02-21T00:00:00,,1,Pasear,[],False,True
254,12/11/2027,29/11/2027,Voz,Llenar la hotel y archivar,Diversión,Salida Social,Tarea,Pendiente,2,26,5,0,0,llenar la hotel y archivar,Llenar el hotel y archivar.,2026-02-21T00:00:00,,7,Llenar,[],False,True
262,07/02/2027,07/03/2027,Texto,Salida: cine,Diversión,Salida Social,Cita,Pendiente,3,12,2,0,0,salida: cine,Ir al cine,2026-02-21T00:00:00,cine,4,Ir,[],False,True
265,04/10/2026,25/10/2026,Texto,Reflexionar sobre: Amazon,Diversión,Salida Social,Nota,Pendiente,1,25,3,0,0,reflexionar sobre: amazon,Reflexionar sobre Amazon.,2026-02-21T00:00:00,,5,Reflexionar,[],False,True
266,18/11/2027,19/11/2027,Texto,Definir: ropa,Diversión,Salida Social,Nota,Pendiente,1,13,2,0,0,definir: ropa,Definir la ropa,2026-02-21T00:00:00,,4,Definir,[],False,True
270,03/10/2027,10/10/2027,Texto,Revision de Amazon,Diversión,Salida Social,Cita,Pendiente,2,18,3,0,0,revision de amazon,Revisar Amazon,2026-02-21T00:00:00,,3,Revisar,[],False,True
275,28/12/2026,25/01/2027,Texto,Junta de maleta,Diversión,Salida Social,Cita,Pendiente,3,15,3,0,0,junta de maleta,Preparar la maleta,2026-02-21T00:00:00,,4,Preparar,[],False,True
303,08/07/2026,31/07/2026,Texto,Guardar una paseo y dejar evidencia,Diversión,Salida Social,Tarea,Pendiente,4,35,6,0,0,guardar una paseo y dejar evidencia,Guardar un paseo y dejar evidencia.,2026-02-21T00:00:00,,10,Guardar,['Reformulación para mayor claridad'],False,True
323,04/10/2026,31/10/2026,Voz,Comparar una hotel antes de las 6pm,Diversión,Salida Social,Tarea,Pendiente,4,35,7,0,0,comparar una hotel antes de las 6pm,Comparar un hotel antes de las 18:00:00,2026-02-21T00:00:00,,10,Comparar,"[""ajustar 'antes de las 6pm' a 'antes de las 18:00:00'""]",False,True
341,16/07/2026,11/08/2026,foto,Actualizar una cine,Diversión,Salida Social,Tarea,Pendiente,2,19,3,0,0,actualizar una cine,Actualizar el cine,2026-02-21T00:00:00,,4,Actualizar,"[""Reformulación de 'actualizar una cine' a 'Actualizar el cine'""]",False,True
344,16/08/2026,23/08/2026,Texto,Revision de hotel,Diversión,Viajes,Cita,Pendiente,4,17,3,0,0,revision de hotel,Revisar el hotel,2026-02-21T00:00:00,,4,Revisar,[],False,True
399,15/05/2026,19/05/2026,Texto,Clase paseo,Diversión,Salida Social,Cita,Pendiente,3,11,2,0,0,clase paseo,Asistir a la clase de paseo.,2026-02-21T00:00:00,,7,Asistir,['Reformulación para mayor claridad y naturalidad.'],False,True
401,03/04/2027,30/04/2027,Texto,Tema por investigar: reservacion,Diversión,Salida Social,Nota,Pendiente,3,32,4,0,0,tema por investigar: reservacion,Investigar sobre reservaciones.,2026-02-21T00:00:00,,5,Investigar,[],False,True
420,27/05/2027,09/06/2027,Voz,Llamada: paseo,Diversión,Salida Social,Cita,Pendiente,1,14,2,0,0,llamada: paseo,Llamar para coordinar un paseo.,2026-02-21T00:00:00,,7,Llamar,['Reformulación de la frase para mayor claridad.'],False,True
459,09/08/2026,19/08/2026,Voz,Reflexionar sobre: maleta,Diversión,Viajes,Nota,Pendiente,3,25,3,0,0,reflexionar sobre: maleta,Reflexionar sobre la maleta.,2026-02-21T00:00:00,,5,Reflexionar,[],False,True
474,09/02/2027,07/03/2027,Voz,Tema por investigar: maleta,Diversión,Viajes,Nota,Pendiente,2,27,4,0,0,tema por investigar: maleta,Investigar sobre maletas.,2026-02-21T00:00:00,,4,Investigar,"[""Reformulación de 'tema por investigar: maleta' a 'Investigar sobre maletas.'""]",False,True
479,21/11/2026,25/11/2026,Voz,Crear mi maleta,Diversión,Viajes,Tarea,Pendiente,2,15,3,0,0,crear mi maleta,Preparar mi maleta,2026-02-21T00:00:00,,4,Preparar,[],False,True
492,11/02/2026,02/03/2026,Texto,Definir: Amazon,Diversión,Salida Social,Nota,Pendiente,4,15,2,0,0,definir: amazon,Definir Amazon,2026-02-21T00:00:00,,3,Definir,[],False,True
495,29/05/2026,24/06/2026,Texto,Prioridades de: hotel,Diversión,Salida Social,Nota,Pendiente,2,21,3,0,0,prioridades de: hotel,Revisar las prioridades del hotel.,2026-02-21T00:00:00,hotel,7,Revisar,"[""Se agregó el artículo 'las' para mayor claridad.""]",False,True
522,12/11/2027,19/11/2027,Voz,Cita de ropa,Diversión,Salida Social,Cita,Pendiente,4,12,3,0,0,cita de ropa,Agendar cita para ropa.,2026-02-21T00:00:00,,6,Agendar,['Reformulación para mayor claridad.'],False,True
552,01/02/2026,02/03/2026,Texto,Programar mi hotel en el calendario,Diversión,Salida Social,Tarea,Pendiente,4,35,6,0,0,programar mi hotel en el calendario,Programar el hotel en el calendario,2026-02-21T00:00:00,,8,Programar,"[""Se agregó el artículo 'el' para mayor claridad.""]",False,True
635,07/02/2026,23/02/2026,Voz,"A ver, o sea clase de parque de diversiones este lunes a las 7:30.",Diversión,Salida Social,Cita,Pendiente,1,66,14,0,1,a ver o sea clase de parque de diversiones este lunes a las 7:30,Asistir a la clase en el parque de diversiones a las 07:30,2026-02-20T07:30:00,parque de diversiones,12,Asistir,"['Reformulación de la frase para mayor claridad', 'Extracción del lugar']",False,False
636,08/06/2026,28/06/2026,Voz,"A ver, bloque de stand up comedy para el 28 de junio a las 7:00.",Diversión,Concierto,Cita,Pendiente,2,64,15,0,1,a ver bloque de stand up comedy para el 28 de junio a las 7:00,Ver bloque de stand up comedy el 2026-06-28 a las 19:00.,2026-06-28T19:00:00,,12,Ver,"['Reformulación de la frase para mayor claridad', 'Cambio de formato de hora a 24 horas']",False,False
637,24/01/2026,20/02/2026,Voz,Te dejo esto: o sea stand up comedy este viernes a las 7:00.,Diversión,Concierto,Cita,Pendiente,1,60,13,0,1,te dejo esto: o sea stand up comedy este viernes a las 7:00,Asistir a stand up comedy este viernes a las 19:00.,2026-02-24T19:00:00,,10,Asistir,"['Reformulación de la frase para mayor claridad', ""Cambio de '7:00' a '19:00' para formato de 24 horas""]",False,False
638,02/03/2026,12/03/2026,Voz,"Oye, este... bloque de tarde de arcade en tres semanas a las 20:00.",Diversión,Salida Social,Cita,Pendiente,1,65,13,0,1,oye este bloque de tarde de arcade en tres semanas a las 20:00,Agendar bloque de tarde de arcade a las 20:00,2026-03-14T20:00:00,,10,Agendar,"['Reformulación de la frase para mayor claridad', 'Ajuste de la fecha basada en la referencia temporal']",False,False
639,16/02/2026,20/02/2026,Voz,"Oigan, Bloque de parque de diversiones el viernes a las 11:00 (30 min).",Diversión,Salida Social,Cita,Pendiente,1,71,13,0,1,oigan bloque de parque de diversiones el viernes a las 11:00 30 min,Ir al bloque de parque de diversiones el viernes a las 11:00 por 30 minutos.,2026-02-24T11:00:00,bloque de parque de diversiones,15,Ir,"['Reformulación de la frase para mayor claridad', 'Ajuste de la fecha y hora según el contexto']",False,False
640,07/02/2026,21/02/2026,Voz,"Ehm, o sea bar con musica en vivo este sabado a las 7:30.",Diversión,Salida Social,Cita,Pendiente,1,57,13,0,1,ehm o sea bar con musica en vivo este sabado a las 7:30,Ir al bar con música en vivo a las 19:30,2026-02-25T19:30:00,bar,10,Ir,"['Reformulación de la frase para mayor claridad', ""Cambio de '7:30' a '19:30' para formato de 24 horas""]",False,False
649,03/03/2026,21/03/2026,Voz,"Oigan, mmm karaoke en una semana, o sea el 21 de marzo de 2026 a las 9:30.",Diversión,Salida Social,Cita,Pendiente,1,74,17,0,1,oigan mmm karaoke en una semana o sea el 21 de marzo de 2026 a las 9:30,Cantar en el karaoke el 2026-03-21 a las 9:30,2026-03-21T09:30:00,,10,Cantar,"['Reformulación de la frase para mayor claridad', 'Extracción de la fecha explícita']",False,False
661,10/06/2026,17/06/2026,Voz,"Oye, este... Sesion de bar con musica en vivo el 17 de junio de 2026 a las 10:00.",Diversión,Salida Social,Cita,Pendiente,4,79,18,0,1,oye este sesion de bar con musica en vivo el 17 de junio de 2026 a las 10:00,Asistir a la sesión de bar con música en vivo.,2026-06-17T10:00:00,bar,10,Asistir,"['Reformulación de la frase para mayor claridad', ""Extracción del lugar 'bar'""]",False,False
2,10/02/2027,05/03/2027,Texto,Poner gasolina al auto,Entorno Fisico,Mantenimiento,Tarea,Pendiente,3,22,4,0,0,poner gasolina al auto,Poner gasolina al auto,2026-02-21T00:00:00,,5,Poner,[],False,True
8,07/02/2026,10/02/2026,Texto,Solicitar cita en agencia para servicio de auto.,Entorno Fisico,Tramite,Nota,Pendiente,3,48,8,0,0,solicitar cita en agencia para servicio de auto,Solicitar una cita en la agencia para el servicio del auto.,2026-02-21T00:00:00,agencia,14,Solicitar,"[""Se agregó 'una' antes de 'cita' para mayor claridad."", ""Se ajustó 'servicio de auto' a 'servicio del auto'.""]",False,True
9,03/04/2027,20/04/2027,Voz,Comprar alimento para mascotas.,Entorno Fisico,Super,Tarea,Pendiente,3,31,4,0,0,comprar alimento para mascotas,Comprar alimento para mascotas,2026-02-21T00:00:00,,5,Comprar,[],False,True
10,13/05/2027,29/05/2027,Voz,Renovar credencial del super.,Entorno Fisico,Tramite,Nota,Pendiente,1,29,4,0,0,renovar credencial del super,Renovar la credencial del super,2026-02-21T00:00:00,,7,Renovar,[],False,True
12,02/01/2026,11/01/2026,foto,Tramitar renovacion de tarjeta de circulacion.,Entorno Fisico,Tramite,Tarea,Pendiente,2,46,6,0,0,tramitar renovacion de tarjeta de circulacion,Tramitar la renovación de la tarjeta de circulación.,2026-02-21T00:00:00,,10,Tramitar,"[""Se agregó 'la' antes de 'renovación' para mayor claridad.""]",False,True
28,18/03/2026,21/03/2026,Voz,lavar el patio,Entorno Fisico,Limpieza,Nota,Pendiente,4,15,3,0,0,lavar el patio,Lavar el patio,2026-02-21T00:00:00,,4,Lavar,[],False,True
39,08/12/2026,19/12/2026,Texto,Lavar la ropa,Entorno Fisico,Limpieza,Tarea,Pendiente,3,13,3,0,0,lavar la ropa,Lavar la ropa,2026-02-21T00:00:00,,3,Lavar,[],False,True
40,07/11/2026,08/11/2026,foto,Llevar la laptop a reparar,Entorno Fisico,Limpieza,Cita,Pendiente,4,26,5,0,0,llevar la laptop a reparar,Llevar la laptop a reparar.,2026-02-21T00:00:00,,7,Llevar,[],False,True
41,27/02/2026,22/03/2026,Voz,Comprar plantas para la sala,Entorno Fisico,Super,Nota,Pendiente,3,28,5,0,0,comprar plantas para la sala,Comprar plantas para la sala,2026-02-21T00:00:00,sala,6,Comprar,[],False,True
60,29/01/2027,03/02/2027,Texto,Comprar leche y huevos,Entorno Fisico,Super,Tarea,Pendiente,1,22,4,0,0,comprar leche y huevos,Comprar leche y huevos.,2026-02-21T00:00:00,,5,Comprar,[],False,True
61,02/09/2027,29/09/2027,Voz,Renovar la licencia,Entorno Fisico,Tramite,Nota,Pendiente,2,19,3,0,0,renovar la licencia,Renovar la licencia,2026-02-21T00:00:00,,4,Renovar,[],False,True
63,25/04/2027,14/05/2027,Voz,Brain dump: mi organizacion del depa,Entorno Fisico,Mantenimiento,Nota,Pendiente,4,36,6,0,0,brain dump: mi organizacion del depa,Organizar el departamento.,2026-02-21T00:00:00,,4,Organizar,"[""Reformulación de 'mi organizacion del depa' a 'Organizar el departamento.'""]",False,True
71,27/06/2027,02/07/2027,Texto,Revision de bano,Entorno Fisico,Mantenimiento,Cita,Pendiente,3,16,3,0,0,revision de bano,Revisar el baño,2026-02-21T00:00:00,,4,Revisar,[],False,True
